engine_id,cylinder,label,severity,vote_confidence,label_vote_confidence,severity_vote_confidence,uncalibrated_probability_score,n_model_votes,suspicious_frequency_range,suspicious_columns,imputed_columns,n_imputed_measurements,peak_anomaly_score,direction,template_similarity,explanation,band_scores_json,confidence_optimization_applied,label_before_optimization,severity_before_optimization,confidence_before_optimization,confidence_after_optimization,confidence_gain,optimization_adjusted_columns,optimization_candidate_evaluations,imputation_strategy
test_0010,8,iglica,srednie,0.9803921568627451,1.0,0.9803921568627451,0.7998664385351734,51,7–20 kHz,"mV_7,mV_8,mV_9,mV_10,mV_11,mV_12,mV_13,mV_14,mV_15,mV_16,mV_17,mV_18,mV_19,mV_20",,0,5.069169037356929,obniżona,0.9790474395638525,Podejrzenie iglica: najbardziej nietypowe jest pasmo 7–20 kHz; amplituda jest obniżona względem zdrowej referencji.,"{""mV_0"": 0.1018, ""mV_1"": 0.5975, ""mV_2"": 1.2956, ""mV_3"": 1.1425, ""mV_4"": 0.7436, ""mV_5"": 1.4384, ""mV_6"": 2.7407, ""mV_7"": 3.4843, ""mV_8"": 4.1821, ""mV_9"": 4.9609, ""mV_10"": 4.9544, ""mV_11"": 4.3791, ""mV_12"": 4.0841, ""mV_13"": 4.6589, ""mV_14"": 5.0692, ""mV_15"": 4.0938, ""mV_16"": 3.0658, ""mV_17"": 2.8303, ""mV_18"": 2.8064, ""mV_19"": 3.4361, ""mV_20"": 3.1653}",False,iglica,srednie,0.9803921568627451,0.9803921568627451,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0010,9,ok,nie_dotyczy,1.0,1.0,1.0,0.7794784247897311,51,16–18 kHz,"mV_16,mV_17,mV_18","mV_2,mV_6,mV_20",3,2.3583626287816,podwyższona,0.0,"Werdykt OK, ale najsilniejsze lokalne odstępstwo występuje w paśmie 16–18 kHz; amplituda jest podwyższona.","{""mV_0"": 0.5378, ""mV_1"": 0.5792, ""mV_2"": null, ""mV_3"": 0.8907, ""mV_4"": 1.6445, ""mV_5"": 1.5287, ""mV_6"": null, ""mV_7"": 1.0632, ""mV_8"": 1.2464, ""mV_9"": 1.0711, ""mV_10"": 0.9692, ""mV_11"": 1.0226, ""mV_12"": 1.1268, ""mV_13"": 1.0952, ""mV_14"": 1.1889, ""mV_15"": 1.6317, ""mV_16"": 2.1693, ""mV_17"": 2.3584, ""mV_18"": 2.0495, ""mV_19"": 1.2468, ""mV_20"": null}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0010,10,ok,nie_dotyczy,1.0,1.0,1.0,0.7900986354566045,51,16–18 kHz,"mV_16,mV_17,mV_18",mV_6,1,2.6028269894777174,podwyższona,0.0,"Werdykt OK, ale najsilniejsze lokalne odstępstwo występuje w paśmie 16–18 kHz; amplituda jest podwyższona.","{""mV_0"": 0.1967, ""mV_1"": 0.4047, ""mV_2"": 1.1118, ""mV_3"": 1.8648, ""mV_4"": 2.2638, ""mV_5"": 1.8639, ""mV_6"": null, ""mV_7"": 1.1987, ""mV_8"": 1.4516, ""mV_9"": 1.3004, ""mV_10"": 1.0482, ""mV_11"": 0.8696, ""mV_12"": 0.9509, ""mV_13"": 1.0602, ""mV_14"": 1.1748, ""mV_15"": 1.5678, ""mV_16"": 2.2229, ""mV_17"": 2.6028, ""mV_18"": 2.2783, ""mV_19"": 1.6982, ""mV_20"": 1.1401}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0010,11,ok,nie_dotyczy,1.0,1.0,1.0,0.8254371431029286,51,brak,,"mV_8,mV_13,mV_19",3,1.473350993846522,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.1726, ""mV_1"": 0.4305, ""mV_2"": 1.0496, ""mV_3"": 1.4734, ""mV_4"": 1.1066, ""mV_5"": 0.528, ""mV_6"": 0.3059, ""mV_7"": 0.2175, ""mV_8"": null, ""mV_9"": 0.1158, ""mV_10"": 0.312, ""mV_11"": 0.4659, ""mV_12"": 0.4229, ""mV_13"": null, ""mV_14"": 0.1896, ""mV_15"": 0.2186, ""mV_16"": 0.2052, ""mV_17"": 0.251, ""mV_18"": 0.1686, ""mV_19"": null, ""mV_20"": 0.0018}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0010,12,ok,nie_dotyczy,1.0,1.0,1.0,0.8388929259377667,51,brak,,mV_8,1,1.5753936245951192,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.3143, ""mV_1"": 0.6291, ""mV_2"": 0.5803, ""mV_3"": 0.2555, ""mV_4"": 0.2268, ""mV_5"": 0.4964, ""mV_6"": 0.6474, ""mV_7"": 0.4764, ""mV_8"": null, ""mV_9"": 0.6547, ""mV_10"": 0.9824, ""mV_11"": 1.1381, ""mV_12"": 1.2518, ""mV_13"": 1.1678, ""mV_14"": 0.906, ""mV_15"": 0.6806, ""mV_16"": 0.7711, ""mV_17"": 1.2288, ""mV_18"": 1.5754, ""mV_19"": 1.4842, ""mV_20"": 0.9946}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0010,13,ok,nie_dotyczy,1.0,1.0,1.0,0.8134381081530795,51,brak,,"mV_8,mV_17",2,1.336146032917116,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.5779, ""mV_1"": 0.5078, ""mV_2"": 0.2027, ""mV_3"": 0.1224, ""mV_4"": 0.2202, ""mV_5"": 0.4559, ""mV_6"": 0.819, ""mV_7"": 0.8074, ""mV_8"": null, ""mV_9"": 0.9562, ""mV_10"": 1.3361, ""mV_11"": 1.2104, ""mV_12"": 0.8953, ""mV_13"": 0.6668, ""mV_14"": 0.5598, ""mV_15"": 0.576, ""mV_16"": 0.4913, ""mV_17"": null, ""mV_18"": 0.2029, ""mV_19"": 0.3519, ""mV_20"": 0.2925}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0010,14,ok,nie_dotyczy,1.0,1.0,1.0,0.8306692568058045,51,brak,,"mV_6,mV_17",2,0.851456889248805,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.2794, ""mV_1"": 0.4477, ""mV_2"": 0.4012, ""mV_3"": 0.2325, ""mV_4"": 0.1788, ""mV_5"": 0.2127, ""mV_6"": null, ""mV_7"": 0.0259, ""mV_8"": 0.0457, ""mV_9"": 0.0421, ""mV_10"": 0.039, ""mV_11"": 0.0534, ""mV_12"": 0.1714, ""mV_13"": 0.4289, ""mV_14"": 0.6812, ""mV_15"": 0.8515, ""mV_16"": 0.7168, ""mV_17"": null, ""mV_18"": 0.3291, ""mV_19"": 0.239, ""mV_20"": 0.0952}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0010,15,ok,nie_dotyczy,1.0,1.0,1.0,0.7887274548391396,51,14–16 kHz,"mV_14,mV_15,mV_16",mV_19,1,2.3723783199680355,obniżona,0.0,"Werdykt OK, ale najsilniejsze lokalne odstępstwo występuje w paśmie 14–16 kHz; amplituda jest obniżona.","{""mV_0"": 1.3205, ""mV_1"": 1.5311, ""mV_2"": 1.7079, ""mV_3"": 2.0533, ""mV_4"": 2.0078, ""mV_5"": 1.8514, ""mV_6"": 1.8354, ""mV_7"": 1.8169, ""mV_8"": 1.7463, ""mV_9"": 1.7582, ""mV_10"": 1.8658, ""mV_11"": 1.8501, ""mV_12"": 1.7324, ""mV_13"": 1.8281, ""mV_14"": 2.147, ""mV_15"": 2.3724, ""mV_16"": 2.2055, ""mV_17"": 1.6871, ""mV_18"": 0.9658, ""mV_19"": null, ""mV_20"": 0.8708}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0010,16,ok,nie_dotyczy,1.0,1.0,1.0,0.805391848631691,51,brak,,,0,1.619399260197211,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.3339, ""mV_1"": 0.3802, ""mV_2"": 0.3878, ""mV_3"": 0.7307, ""mV_4"": 1.2896, ""mV_5"": 1.6194, ""mV_6"": 1.4351, ""mV_7"": 0.9691, ""mV_8"": 0.6971, ""mV_9"": 0.6318, ""mV_10"": 0.5216, ""mV_11"": 0.4615, ""mV_12"": 0.435, ""mV_13"": 0.2507, ""mV_14"": 0.0886, ""mV_15"": 0.1992, ""mV_16"": 0.6172, ""mV_17"": 1.081, ""mV_18"": 1.1263, ""mV_19"": 0.9649, ""mV_20"": 0.7873}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,1,ok,nie_dotyczy,1.0,1.0,1.0,0.7947111211984946,51,4–7 kHz,"mV_4,mV_5,mV_6,mV_7",,0,2.1443104561644892,obniżona,0.0,"Werdykt OK, ale najsilniejsze lokalne odstępstwo występuje w paśmie 4–7 kHz; amplituda jest obniżona.","{""mV_0"": 0.4097, ""mV_1"": 0.517, ""mV_2"": 0.9848, ""mV_3"": 1.6963, ""mV_4"": 2.0282, ""mV_5"": 2.1276, ""mV_6"": 2.1443, ""mV_7"": 2.0159, ""mV_8"": 1.8553, ""mV_9"": 1.662, ""mV_10"": 1.3875, ""mV_11"": 1.1833, ""mV_12"": 1.1015, ""mV_13"": 1.0374, ""mV_14"": 1.0016, ""mV_15"": 1.1029, ""mV_16"": 1.1992, ""mV_17"": 0.9116, ""mV_18"": 0.6896, ""mV_19"": 1.0978, ""mV_20"": 1.1326}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,2,ok,nie_dotyczy,1.0,1.0,1.0,0.8180649626736436,51,brak,,mV_20,1,1.7165345498837647,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 1.0143, ""mV_1"": 1.1829, ""mV_2"": 0.8921, ""mV_3"": 0.5535, ""mV_4"": 0.506, ""mV_5"": 0.9303, ""mV_6"": 1.3911, ""mV_7"": 1.5923, ""mV_8"": 1.6905, ""mV_9"": 1.7165, ""mV_10"": 1.5537, ""mV_11"": 1.2626, ""mV_12"": 0.9633, ""mV_13"": 0.7829, ""mV_14"": 0.7994, ""mV_15"": 0.9426, ""mV_16"": 0.9535, ""mV_17"": 0.6624, ""mV_18"": 0.4946, ""mV_19"": 0.461, ""mV_20"": null}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,3,ok,nie_dotyczy,1.0,1.0,1.0,0.8200869598894966,51,3 kHz,mV_3,"mV_5,mV_9,mV_18",3,2.238531537733343,podwyższona,0.0,"Werdykt OK, ale najsilniejsze lokalne odstępstwo występuje w paśmie 3 kHz; amplituda jest podwyższona.","{""mV_0"": 0.4531, ""mV_1"": 0.8112, ""mV_2"": 1.4597, ""mV_3"": 2.2385, ""mV_4"": 1.9538, ""mV_5"": null, ""mV_6"": 1.2118, ""mV_7"": 1.3639, ""mV_8"": 0.8716, ""mV_9"": null, ""mV_10"": 1.1528, ""mV_11"": 1.4629, ""mV_12"": 1.4292, ""mV_13"": 1.6, ""mV_14"": 1.8107, ""mV_15"": 1.6652, ""mV_16"": 1.2129, ""mV_17"": 0.6988, ""mV_18"": null, ""mV_19"": 1.0991, ""mV_20"": 1.2332}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,4,ok,nie_dotyczy,1.0,1.0,1.0,0.8180976748822885,51,brak,,mV_10,1,0.6582091677436059,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.3645, ""mV_1"": 0.4209, ""mV_2"": 0.6481, ""mV_3"": 0.6582, ""mV_4"": 0.2865, ""mV_5"": 0.136, ""mV_6"": 0.1783, ""mV_7"": 0.1373, ""mV_8"": 0.1116, ""mV_9"": 0.1123, ""mV_10"": null, ""mV_11"": 0.204, ""mV_12"": 0.2466, ""mV_13"": 0.1757, ""mV_14"": 0.1926, ""mV_15"": 0.3424, ""mV_16"": 0.3629, ""mV_17"": 0.3275, ""mV_18"": 0.3981, ""mV_19"": 0.3003, ""mV_20"": 0.1306}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,5,ok,nie_dotyczy,1.0,1.0,1.0,0.8555781281858246,51,brak,,mV_8,1,1.2073004658237039,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.4599, ""mV_1"": 0.5095, ""mV_2"": 0.5023, ""mV_3"": 0.57, ""mV_4"": 0.6821, ""mV_5"": 0.9743, ""mV_6"": 1.2073, ""mV_7"": 0.9062, ""mV_8"": null, ""mV_9"": 0.5147, ""mV_10"": 0.44, ""mV_11"": 0.1869, ""mV_12"": 0.0715, ""mV_13"": 0.0286, ""mV_14"": 0.0541, ""mV_15"": 0.2362, ""mV_16"": 0.4941, ""mV_17"": 0.5478, ""mV_18"": 0.4636, ""mV_19"": 0.3488, ""mV_20"": 0.1494}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,6,ok,nie_dotyczy,1.0,1.0,1.0,0.8218875469982171,51,brak,,,0,1.4005039269331228,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.5064, ""mV_1"": 0.4707, ""mV_2"": 0.4445, ""mV_3"": 0.9741, ""mV_4"": 1.4005, ""mV_5"": 1.1996, ""mV_6"": 0.7115, ""mV_7"": 0.3004, ""mV_8"": 0.1062, ""mV_9"": 0.1673, ""mV_10"": 0.3334, ""mV_11"": 0.3433, ""mV_12"": 0.1787, ""mV_13"": 0.0689, ""mV_14"": 0.061, ""mV_15"": 0.0876, ""mV_16"": 0.2472, ""mV_17"": 0.5034, ""mV_18"": 0.5092, ""mV_19"": 0.2878, ""mV_20"": 0.1607}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,7,ok,nie_dotyczy,1.0,1.0,1.0,0.826465704247767,51,brak,,,0,1.8175418635665717,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.859, ""mV_1"": 1.2149, ""mV_2"": 1.1622, ""mV_3"": 1.051, ""mV_4"": 1.0247, ""mV_5"": 0.8835, ""mV_6"": 0.6156, ""mV_7"": 0.4899, ""mV_8"": 0.6134, ""mV_9"": 0.9834, ""mV_10"": 1.4295, ""mV_11"": 1.598, ""mV_12"": 1.5315, ""mV_13"": 1.6088, ""mV_14"": 1.8175, ""mV_15"": 1.6399, ""mV_16"": 1.0308, ""mV_17"": 0.7022, ""mV_18"": 0.8308, ""mV_19"": 1.018, ""mV_20"": 0.8371}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,8,ok,nie_dotyczy,1.0,1.0,1.0,0.8316333050222483,51,brak,,"mV_14,mV_15",2,0.9390505092701107,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.0624, ""mV_1"": 0.1273, ""mV_2"": 0.3345, ""mV_3"": 0.7433, ""mV_4"": 0.9391, ""mV_5"": 0.6837, ""mV_6"": 0.3127, ""mV_7"": 0.168, ""mV_8"": 0.1619, ""mV_9"": 0.0983, ""mV_10"": 0.0469, ""mV_11"": 0.0391, ""mV_12"": 0.0656, ""mV_13"": 0.0979, ""mV_14"": null, ""mV_15"": null, ""mV_16"": 0.5995, ""mV_17"": 0.8833, ""mV_18"": 0.7367, ""mV_19"": 0.3419, ""mV_20"": 0.1497}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,9,ok,nie_dotyczy,1.0,1.0,1.0,0.8477965828319134,51,brak,,,0,1.7544785819924276,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.201, ""mV_1"": 0.2184, ""mV_2"": 0.1747, ""mV_3"": 0.1318, ""mV_4"": 0.0818, ""mV_5"": 0.0934, ""mV_6"": 0.1497, ""mV_7"": 0.2126, ""mV_8"": 0.1992, ""mV_9"": 0.2308, ""mV_10"": 0.5963, ""mV_11"": 1.1863, ""mV_12"": 1.6488, ""mV_13"": 1.7545, ""mV_14"": 1.4912, ""mV_15"": 0.9334, ""mV_16"": 0.3516, ""mV_17"": 0.1311, ""mV_18"": 0.1236, ""mV_19"": 0.35, ""mV_20"": 0.5955}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,10,ok,nie_dotyczy,1.0,1.0,1.0,0.841353866334691,51,brak,,,0,1.8524127278817726,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.3899, ""mV_1"": 0.5657, ""mV_2"": 0.777, ""mV_3"": 1.0767, ""mV_4"": 1.1158, ""mV_5"": 0.7561, ""mV_6"": 0.354, ""mV_7"": 0.2654, ""mV_8"": 0.4416, ""mV_9"": 0.8281, ""mV_10"": 1.3738, ""mV_11"": 1.7643, ""mV_12"": 1.8524, ""mV_13"": 1.778, ""mV_14"": 1.6614, ""mV_15"": 1.3278, ""mV_16"": 0.7439, ""mV_17"": 0.3169, ""mV_18"": 0.1842, ""mV_19"": 0.3738, ""mV_20"": 0.5324}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,11,lejacy,male,0.9607843137254902,1.0,0.9607843137254902,0.7298266833340104,51,5–12 kHz,"mV_5,mV_6,mV_7,mV_8,mV_9,mV_10,mV_11,mV_12","mV_13,mV_15,mV_16",3,8.143725568958592,obniżona,0.9798784719988376,Podejrzenie lejacy: najbardziej nietypowe jest pasmo 5–12 kHz; amplituda jest obniżona względem zdrowej referencji.,"{""mV_0"": 0.5142, ""mV_1"": 1.0567, ""mV_2"": 1.2953, ""mV_3"": 1.9135, ""mV_4"": 3.6527, ""mV_5"": 5.1174, ""mV_6"": 5.642, ""mV_7"": 6.0514, ""mV_8"": 6.6319, ""mV_9"": 7.0945, ""mV_10"": 7.486, ""mV_11"": 8.1437, ""mV_12"": 6.4997, ""mV_13"": null, ""mV_14"": 4.4608, ""mV_15"": null, ""mV_16"": null, ""mV_17"": 5.493, ""mV_18"": 7.1311, ""mV_19"": 7.709, ""mV_20"": 6.3094}",False,lejacy,male,0.9607843137254902,0.9607843137254902,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,12,ok,nie_dotyczy,1.0,1.0,1.0,0.7889602756378729,51,9 kHz,mV_9,mV_4,1,2.0138283394154066,obniżona,0.0,"Werdykt OK, ale najsilniejsze lokalne odstępstwo występuje w paśmie 9 kHz; amplituda jest obniżona.","{""mV_0"": 1.3312, ""mV_1"": 1.3222, ""mV_2"": 1.0389, ""mV_3"": 0.7944, ""mV_4"": null, ""mV_5"": 1.3762, ""mV_6"": 1.8817, ""mV_7"": 1.8844, ""mV_8"": 1.9315, ""mV_9"": 2.0138, ""mV_10"": 1.9762, ""mV_11"": 1.8175, ""mV_12"": 1.6055, ""mV_13"": 1.3732, ""mV_14"": 1.1605, ""mV_15"": 1.0142, ""mV_16"": 0.9346, ""mV_17"": 0.7557, ""mV_18"": 0.6829, ""mV_19"": 0.7653, ""mV_20"": 0.4859}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,13,ok,nie_dotyczy,1.0,1.0,1.0,0.8201053653574906,51,brak,,mV_8,1,1.0589674650950083,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.8052, ""mV_1"": 0.7507, ""mV_2"": 0.3492, ""mV_3"": 0.1401, ""mV_4"": 0.2046, ""mV_5"": 0.6095, ""mV_6"": 1.034, ""mV_7"": 0.8904, ""mV_8"": null, ""mV_9"": 0.832, ""mV_10"": 1.059, ""mV_11"": 0.9234, ""mV_12"": 0.6516, ""mV_13"": 0.3189, ""mV_14"": 0.1923, ""mV_15"": 0.2054, ""mV_16"": 0.1589, ""mV_17"": 0.1648, ""mV_18"": 0.238, ""mV_19"": 0.2722, ""mV_20"": 0.179}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,14,iglica,duze,1.0,1.0,1.0,0.7636911469350879,51,6–20 kHz,"mV_6,mV_7,mV_8,mV_9,mV_10,mV_11,mV_12,mV_13,mV_14,mV_15,mV_16,mV_17,mV_18,mV_19,mV_20",,0,8.139765523349686,obniżona,0.9834764390496767,Podejrzenie iglica: najbardziej nietypowe jest pasmo 6–20 kHz; amplituda jest obniżona względem zdrowej referencji.,"{""mV_0"": 0.1202, ""mV_1"": 0.6687, ""mV_2"": 1.6538, ""mV_3"": 1.895, ""mV_4"": 1.4657, ""mV_5"": 2.7411, ""mV_6"": 5.0647, ""mV_7"": 6.2522, ""mV_8"": 7.2627, ""mV_9"": 8.1398, ""mV_10"": 7.8391, ""mV_11"": 7.1393, ""mV_12"": 6.9295, ""mV_13"": 7.5418, ""mV_14"": 7.7839, ""mV_15"": 6.3309, ""mV_16"": 4.9979, ""mV_17"": 4.8993, ""mV_18"": 5.141, ""mV_19"": 5.9857, ""mV_20"": 5.1838}",False,iglica,duze,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,15,ok,nie_dotyczy,1.0,1.0,1.0,0.8603467454952752,51,brak,,"mV_10,mV_11,mV_15,mV_19",4,0.6422496995377565,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.3084, ""mV_1"": 0.3051, ""mV_2"": 0.2315, ""mV_3"": 0.358, ""mV_4"": 0.3816, ""mV_5"": 0.1878, ""mV_6"": 0.0417, ""mV_7"": 0.0283, ""mV_8"": 0.074, ""mV_9"": 0.0796, ""mV_10"": null, ""mV_11"": null, ""mV_12"": 0.2283, ""mV_13"": 0.4922, ""mV_14"": 0.5072, ""mV_15"": null, ""mV_16"": 0.4952, ""mV_17"": 0.6422, ""mV_18"": 0.4411, ""mV_19"": null, ""mV_20"": 0.3208}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0011,16,ok,nie_dotyczy,1.0,1.0,1.0,0.8334922877779027,51,brak,,,0,0.87365887051852,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.1041, ""mV_1"": 0.2307, ""mV_2"": 0.2948, ""mV_3"": 0.3375, ""mV_4"": 0.2117, ""mV_5"": 0.1054, ""mV_6"": 0.2737, ""mV_7"": 0.4883, ""mV_8"": 0.5314, ""mV_9"": 0.4744, ""mV_10"": 0.3926, ""mV_11"": 0.2305, ""mV_12"": 0.1009, ""mV_13"": 0.1743, ""mV_14"": 0.3453, ""mV_15"": 0.3401, ""mV_16"": 0.3149, ""mV_17"": 0.6653, ""mV_18"": 0.8737, ""mV_19"": 0.5346, ""mV_20"": 0.204}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0012,1,ok,nie_dotyczy,1.0,1.0,1.0,0.8394702965316575,51,brak,,"mV_9,mV_13,mV_19",3,1.0416278636458363,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.779, ""mV_1"": 0.8719, ""mV_2"": 0.5385, ""mV_3"": 0.337, ""mV_4"": 0.2003, ""mV_5"": 0.0922, ""mV_6"": 0.0844, ""mV_7"": 0.1142, ""mV_8"": 0.0881, ""mV_9"": null, ""mV_10"": 0.2313, ""mV_11"": 0.6499, ""mV_12"": 0.7353, ""mV_13"": null, ""mV_14"": 0.9132, ""mV_15"": 1.0416, ""mV_16"": 0.6119, ""mV_17"": 0.2477, ""mV_18"": 0.1039, ""mV_19"": null, ""mV_20"": 0.0768}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0012,2,ok,nie_dotyczy,1.0,1.0,1.0,0.8021839814521614,51,brak,,,0,1.6806919351337215,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.0829, ""mV_1"": 0.2818, ""mV_2"": 0.939, ""mV_3"": 1.6807, ""mV_4"": 1.6244, ""mV_5"": 1.1615, ""mV_6"": 0.9177, ""mV_7"": 0.8768, ""mV_8"": 0.8967, ""mV_9"": 0.6803, ""mV_10"": 0.2959, ""mV_11"": 0.1763, ""mV_12"": 0.3894, ""mV_13"": 0.6196, ""mV_14"": 0.6349, ""mV_15"": 0.5297, ""mV_16"": 0.5746, ""mV_17"": 0.8305, ""mV_18"": 0.9307, ""mV_19"": 0.6089, ""mV_20"": 0.2051}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0012,3,ok,nie_dotyczy,1.0,1.0,1.0,0.8240672302717488,51,brak,,mV_18,1,1.1548459642100852,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.3628, ""mV_1"": 0.4834, ""mV_2"": 0.8084, ""mV_3"": 1.1548, ""mV_4"": 0.8322, ""mV_5"": 0.3446, ""mV_6"": 0.1501, ""mV_7"": 0.0501, ""mV_8"": 0.0374, ""mV_9"": 0.2189, ""mV_10"": 0.4998, ""mV_11"": 0.5354, ""mV_12"": 0.3025, ""mV_13"": 0.1712, ""mV_14"": 0.4092, ""mV_15"": 0.8435, ""mV_16"": 1.0161, ""mV_17"": 0.6815, ""mV_18"": null, ""mV_19"": 0.2992, ""mV_20"": 0.4646}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0012,4,ok,nie_dotyczy,1.0,1.0,1.0,0.8212471740412042,51,brak,,"mV_3,mV_12,mV_13",3,1.1900770821189315,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 1.1497, ""mV_1"": 1.1273, ""mV_2"": 0.4821, ""mV_3"": null, ""mV_4"": 0.0452, ""mV_5"": 0.1591, ""mV_6"": 0.3231, ""mV_7"": 0.5319, ""mV_8"": 0.764, ""mV_9"": 0.9613, ""mV_10"": 0.9636, ""mV_11"": 0.626, ""mV_12"": null, ""mV_13"": null, ""mV_14"": 0.592, ""mV_15"": 0.8413, ""mV_16"": 1.0803, ""mV_17"": 1.1901, ""mV_18"": 0.8291, ""mV_19"": 0.325, ""mV_20"": 0.1053}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
